"TIME","GEO","UNIT","NACE_R2","NA_ITEM","Value","Flag and Footnotes"
"2011","Türkei","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","49.122,3",""
"2011","Türkei","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","117.887,5",""
"2011","Türkei","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","98.305,1",""
"2011","Türkei","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","42.782,3",""
"2011","Türkei","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","128.520,4",""
"2011","Türkei","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","13.826,1",""
"2011","Türkei","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","16.153,4",""
"2011","Türkei","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","53.477,0",""
"2011","Türkei","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","25.601,3",""
"2011","Türkei","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","65.778,0",""
"2011","Türkei","Jeweilige Preise, Millionen Euro","Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften","Bruttowertschöpfung","11.574,1",""
"2011","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Insgesamt - alle NACE-Wirtschaftszweige","Bruttowertschöpfung","11.368,6",""
"2011","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","906,3",""
"2011","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","2.426,2",""
"2011","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","1.464,0",""
"2011","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","541,3",""
"2011","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","2.466,2",""
"2011","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","628,6",""
"2011","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","509,2",""
"2011","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","676,3",""
"2011","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","460,3",""
"2011","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","2.484,8",""
"2011","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften","Bruttowertschöpfung","269,4",""
"2011","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Insgesamt - alle NACE-Wirtschaftszweige","Bruttowertschöpfung","3.944,9",""
"2011","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","614,3",""
"2011","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","775,8",""
"2011","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","494,0",""
"2011","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","361,9",""
"2011","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","756,6",""
"2011","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","42,1",""
"2011","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","173,5",""
"2011","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","416,9",""
"2011","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","81,7",""
"2011","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","699,2",""
"2011","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften","Bruttowertschöpfung","22,9",""
"2012","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Insgesamt - alle NACE-Wirtschaftszweige","Bruttowertschöpfung","12.094.252,1",""
"2012","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","206.277,6",""
"2012","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","2.326.208,2",""
"2012","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","1.858.512,0",""
"2012","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","660.072,4",""
"2012","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","2.258.404,2",""
"2012","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","591.983,4",""
"2012","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","666.900,2",""
"2012","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","1.376.600,2",""
"2012","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","1.270.117,3",""
"2012","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","2.318.199,1",""
"2012","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften","Bruttowertschöpfung","419.489,5",""
"2012","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Insgesamt - alle NACE-Wirtschaftszweige","Bruttowertschöpfung","10.207.126,0",""
"2012","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","192.342,2",""
"2012","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","2.041.236,9",""
"2012","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","1.660.740,5",""
"2012","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","551.721,3",""
"2012","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","1.933.770,6",""
"2012","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","470.783,4",""
"2012","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","521.690,8",""
"2012","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","1.126.448,9",""
"2012","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","1.054.791,8",""
"2012","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","1.956.026,3",""
"2012","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften","Bruttowertschöpfung","358.313,9",""
"2012","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Insgesamt - alle NACE-Wirtschaftszweige","Bruttowertschöpfung","11.142.754,7",""
"2012","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","173.180,6",""
"2012","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","2.080.145,3",""
"2012","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","1.669.212,8",""
"2012","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","593.694,5",""
"2012","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","2.046.462,1",""
"2012","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","549.348,3",""
"2012","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","625.212,2",""
"2012","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","1.303.735,5",""
"2012","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","1.201.272,2",""
"2012","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","2.176.666,1",""
"2012","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften","Bruttowertschöpfung","393.037,9",""
"2012","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Insgesamt - alle NACE-Wirtschaftszweige","Bruttowertschöpfung","8.793.107,5",""
"2012","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","151.802,3",""
"2012","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","1.708.018,4",""
"2012","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","1.407.076,2",""
"2012","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","463.075,0",""
"2012","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","1.640.486,2",""
"2012","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","397.255,9",""
"2012","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","456.130,8",""
"2012","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","1.011.702,4",""
"2012","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","940.822,4",""
"2012","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","1.705.578,0",""
"2012","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften","Bruttowertschöpfung","318.236,3",""
"2012","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Insgesamt - alle NACE-Wirtschaftszweige","Bruttowertschöpfung","8.842.812,4",""
"2012","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","153.822,9",""
"2012","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","1.718.872,1",""
"2012","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","1.415.873,4",""
"2012","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","466.183,8",""
"2012","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","1.655.247,0",""
"2012","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","399.023,5",""
"2012","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","457.560,0",""
"2012","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","1.015.900,2",""
"2012","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","944.014,4",""
"2012","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","1.712.824,9",""
"2012","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften","Bruttowertschöpfung","319.363,5",""
"2012","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Insgesamt - alle NACE-Wirtschaftszweige","Bruttowertschöpfung","8.655.546,3",""
"2012","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","148.340,7",""
"2012","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","1.677.455,3",""
"2012","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","1.382.763,7",""
"2012","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","452.887,1",""
"2012","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","1.611.762,5",""
"2012","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","390.703,6",""
"2012","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","449.380,2",""
"2012","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","999.134,0",""
"2012","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","928.918,8",""
"2012","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","1.683.756,8",""
"2012","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften","Bruttowertschöpfung","313.207,4",""
"2012","Belgien","Jeweilige Preise, Millionen Euro","Insgesamt - alle NACE-Wirtschaftszweige","Bruttowertschöpfung","345.068,6",""
"2012","Belgien","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","3.016,9",""
"2012","Belgien","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","58.675,8",""
"2012","Belgien","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","48.751,5",""
"2012","Belgien","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","18.849,7",""
"2012","Belgien","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","68.661,4",""
"2012","Belgien","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","15.077,8",""
"2012","Belgien","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","20.471,9",""
"2012","Belgien","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","30.585,0",""
"2012","Belgien","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","46.204,6",""
"2012","Belgien","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","76.504,5",""
"2012","Belgien","Jeweilige Preise, Millionen Euro","Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften","Bruttowertschöpfung","7.021,0",""
"2012","Bulgarien","Jeweilige Preise, Millionen Euro","Insgesamt - alle NACE-Wirtschaftszweige","Bruttowertschöpfung","36.382,7",""
"2012","Bulgarien","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","1.853,2",""
"2012","Bulgarien","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","8.270,9",""
"2012","Bulgarien","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","5.624,9",""
"2012","Bulgarien","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","2.142,5",""
"2012","Bulgarien","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","7.373,4",""
"2012","Bulgarien","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","1.857,3",""
"2012","Bulgarien","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","2.737,3",""
"2012","Bulgarien","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","4.190,7",""
"2012","Bulgarien","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","2.155,8",""
"2012","Bulgarien","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","4.933,8",""
"2012","Bulgarien","Jeweilige Preise, Millionen Euro","Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften","Bruttowertschöpfung","867,8",""
"2012","Tschechien","Jeweilige Preise, Millionen Euro","Insgesamt - alle NACE-Wirtschaftszweige","Bruttowertschöpfung","145.075,8",""
"2012","Tschechien","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","3.793,2",""
"2012","Tschechien","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","45.044,1",""
"2012","Tschechien","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","35.876,2",""
"2012","Tschechien","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","8.493,9",""
"2012","Tschechien","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","26.498,0",""
"2012","Tschechien","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","7.405,5",""
"2012","Tschechien","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","6.529,0",""
"2012","Tschechien","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","12.699,4",""
"2012","Tschechien","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","9.425,1",""
"2012","Tschechien","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","21.892,7",""
"2012","Tschechien","Jeweilige Preise, Millionen Euro","Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften","Bruttowertschöpfung","3.295,0",""
"2012","Dänemark","Jeweilige Preise, Millionen Euro","Insgesamt - alle NACE-Wirtschaftszweige","Bruttowertschöpfung","219.794,8",""
"2012","Dänemark","Jeweilige Preise, Millionen Euro","Land- und Forstwirtschaft, Fischerei","Bruttowertschöpfung","4.212,6",""
"2012","Dänemark","Jeweilige Preise, Millionen Euro","Industrie (ohne Baugewerbe)","Bruttowertschöpfung","41.916,1",""
"2012","Dänemark","Jeweilige Preise, Millionen Euro","Verarbeitendes Gewerbe/Herstellung von Waren","Bruttowertschöpfung","29.108,6",""
"2012","Dänemark","Jeweilige Preise, Millionen Euro","Baugewerbe/Bau","Bruttowertschöpfung","10.012,5",""
"2012","Dänemark","Jeweilige Preise, Millionen Euro","Handel, Instandhaltung, Verkehr, Gastgewerbe/Beherbergung und Gastronomie","Bruttowertschöpfung","42.238,4",""
"2012","Dänemark","Jeweilige Preise, Millionen Euro","Information und Kommunikation","Bruttowertschöpfung","9.832,9",""
"2012","Dänemark","Jeweilige Preise, Millionen Euro","Erbringung von Finanz- und Versicherungsdienstleistungen","Bruttowertschöpfung","13.759,1",""
"2012","Dänemark","Jeweilige Preise, Millionen Euro","Grundstücks- und Wohnungswesen","Bruttowertschöpfung","22.151,3",""
"2012","Dänemark","Jeweilige Preise, Millionen Euro","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen, Erbringung von sonstigen wirtschaftlichen Dienstleistungen","Bruttowertschöpfung","17.227,5",""
"2012","Dänemark","Jeweilige Preise, Millionen Euro","Öffentliche Verwaltung, Verteidigung, Erziehung und Unterricht, Gesundheits- und Sozialwesen","Bruttowertschöpfung","50.898,6",""
