"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2013","Serbien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","36.426,7",""
"2013","Türkei","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","714.313,4",""
"2013","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","13.691,8",""
"2013","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","5.326,6",""
"2014","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","14.091.451,2",""
"2014","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","11.781.666,1",""
"2014","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","12.960.800,9",""
"2014","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.131.359,0",""
"2014","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.167.903,8",""
"2014","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","9.947.717,9",""
"2014","Belgien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","403.003,3",""
"2014","Bulgarien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","42.876,1",""
"2014","Tschechien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","156.660,0",""
"2014","Dänemark","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","265.757,0",""
"2014","Deutschland (bis 1990 früheres Gebiet der BRD)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","2.927.430,0",""
"2014","Estland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","20.180,0",""
"2014","Irland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","194.818,2",""
"2014","Griechenland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","178.656,5","p"
"2014","Spanien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","1.032.158,0",""
"2014","Frankreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","2.149.765,0",""
"2014","Kroatien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","43.401,3",""
"2014","Italien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","1.627.405,6",""
"2014","Zypern","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","17.408,5",""
"2014","Lettland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","23.654,2",""
"2014","Litauen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","36.544,8",""
"2014","Luxemburg","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","49.824,5",""
"2014","Ungarn","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","105.905,9",""
"2014","Malta","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","8.510,4",""
"2014","Niederlande","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","671.560,0",""
"2014","Österreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","333.146,1",""
"2014","Polen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","411.163,2",""
"2014","Portugal","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","173.053,7",""
"2014","Rumänien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","150.458,0",""
"2014","Slowenien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","37.634,3",""
"2014","Slowakei","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","76.255,9",""
"2014","Finnland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","206.897,0",""
"2014","Schweden","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","437.540,9",""
"2014","Vereinigtes Königreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","2.309.785,1",""
"2014","Island","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","13.389,9",""
"2014","Liechtenstein","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","5.021,7",""
"2014","Norwegen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","375.947,3",""
"2014","Schweiz","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","534.923,4",""
"2014","Montenegro","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","3.457,9",""
"2014","Nordmazedonien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","8.562,0",""
"2014","Albanien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","9.968,6",""
"2014","Serbien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","35.467,5",""
"2014","Türkei","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","703.411,6",""
"2014","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","13.988,3",""
"2014","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","5.567,5",""
"2015","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","14.854.106,4",""
"2015","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","12.213.171,8",""
"2015","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","13.663.948,9",""
"2015","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.524.438,1",""
"2015","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.524.438,1",""
"2015","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.295.812,4",""
"2015","Belgien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","416.701,4",""
"2015","Bulgarien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","45.675,8",""
"2015","Tschechien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","168.473,3",""
"2015","Dänemark","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","273.017,6",""
"2015","Deutschland (bis 1990 früheres Gebiet der BRD)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","3.030.070,0",""
"2015","Estland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","20.782,2",""
"2015","Irland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","262.833,4",""
"2015","Griechenland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","177.258,4","p"
"2015","Spanien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","1.077.590,0",""
"2015","Frankreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","2.198.432,0",""
"2015","Kroatien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","44.616,4",""
"2015","Italien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","1.655.355,0",""
"2015","Zypern","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","17.826,9",""
"2015","Lettland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","24.426,0",""
"2015","Litauen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","37.321,8",""
"2015","Luxemburg","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","52.065,8",""
"2015","Ungarn","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","112.210,3",""
"2015","Malta","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","9.658,7",""
"2015","Niederlande","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","690.008,0",""
"2015","Österreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","344.269,2",""
"2015","Polen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","430.258,1",""
"2015","Portugal","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","179.713,2",""
"2015","Rumänien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","160.297,8",""
"2015","Slowenien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","38.852,6",""
"2015","Slowakei","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","79.758,2",""
"2015","Finnland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","211.516,0",""
"2015","Schweden","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","454.184,3",""
"2015","Vereinigtes Königreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","2.640.934,6",""
"2015","Island","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","15.679,8",""
"2015","Liechtenstein","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","5.649,1",""
"2015","Norwegen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","347.632,1",""
"2015","Schweiz","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","612.658,5",""
"2015","Montenegro","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","3.654,5",""
"2015","Nordmazedonien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","9.072,3",""
"2015","Albanien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.264,1",""
"2015","Serbien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","35.715,5",""
"2015","Türkei","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","772.978,8",""
"2015","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","14.617,4",""
"2015","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","5.807,0",""
"2016","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","14.985.291,7",""
"2016","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","12.550.236,5",""
"2016","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","13.765.193,0",""
"2016","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.816.964,5",""
"2016","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.816.964,5",""
"2016","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.580.680,5",""
"2016","Belgien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","430.372,1",""
"2016","Bulgarien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","48.620,5",""
"2016","Tschechien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","176.370,1",""
"2016","Dänemark","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","283.109,7",""
"2016","Deutschland (bis 1990 früheres Gebiet der BRD)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","3.134.100,0",""
"2016","Estland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","21.693,6",""
"2016","Irland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","271.683,6",""
"2016","Griechenland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","176.487,9","p"
"2016","Spanien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","1.113.840,0",""
"2016","Frankreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","2.234.129,0",""
"2016","Kroatien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","46.615,5",""
"2016","Italien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","1.695.590,1",""
"2016","Zypern","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","18.872,9",""
"2016","Lettland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","25.072,6",""
"2016","Litauen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","38.893,4",""
"2016","Luxemburg","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","54.867,2",""
"2016","Ungarn","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","115.259,2",""
"2016","Malta","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.365,6",""
"2016","Niederlande","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","708.337,0",""
"2016","Österreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","357.299,7",""
"2016","Polen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","426.555,7",""
"2016","Portugal","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","186.489,8",""
"2016","Rumänien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","170.393,6",""
"2016","Slowenien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","40.366,6",""
"2016","Slowakei","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","81.038,4",""
"2016","Finnland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","217.484,0",""
"2016","Schweden","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","466.347,6",""
"2016","Vereinigtes Königreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","2.435.055,2",""
"2016","Island","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","18.646,1",""
"2016","Liechtenstein","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","5.617,2","p"
"2016","Norwegen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","333.471,3",""
"2016","Schweiz","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","606.773,1",""
"2016","Montenegro","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","3.954,2",""
"2016","Nordmazedonien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","9.656,5",""
"2016","Albanien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.719,9",""
"2016","Serbien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","36.723,0",""
"2016","Türkei","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","780.224,9",""
"2016","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","15.289,9",""
"2016","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","6.070,1",""
"2017","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","15.409.861,4",""
"2017","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","13.046.752,2",""
"2017","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","14.084.356,9",""
"2017","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","11.200.923,9",""
"2017","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","11.200.923,9",""
"2017","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.949.234,3",""
"2017","Belgien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","446.364,9",""
"2017","Bulgarien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","52.310,0",""
"2017","Tschechien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","191.721,8",""
"2017","Dänemark","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","292.408,0",""
"2017","Deutschland (bis 1990 früheres Gebiet der BRD)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","3.244.990,0",""
"2017","Estland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","23.775,8",""
"2017","Irland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","297.130,8",""
"2017","Griechenland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","180.217,6","p"
"2017","Spanien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","1.161.878,0","p"
"2017","Frankreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","2.295.063,0","p"
"2017","Kroatien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","49.094,4",""
"2017","Italien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","1.736.601,8",""
"2017","Zypern","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","20.039,7",""
"2017","Lettland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","26.797,8",""
"2017","Litauen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","42.269,4",""
"2017","Luxemburg","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","56.814,2",""
"2017","Ungarn","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","125.603,1",""
"2017","Malta","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","11.332,1",""
"2017","Niederlande","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","738.146,0",""
"2017","Österreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","370.295,8",""
"2017","Polen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","467.312,9",""
"2017","Portugal","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","195.947,2",""
"2017","Rumänien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","187.772,7",""
"2017","Slowenien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","42.987,1",""
"2017","Slowakei","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","84.517,0",""
"2017","Finnland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","225.785,0",""
"2017","Schweden","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","479.605,4",""
"2017","Vereinigtes Königreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","2.363.109,3",""
"2017","Island","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","21.677,2",""
"2017","Liechtenstein","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","5.717,4","e"
"2017","Norwegen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","353.316,4",""
"2017","Schweiz","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","602.268,6","p"
"2017","Montenegro","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","4.299,1",""
"2017","Nordmazedonien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","10.038,3",""
"2017","Albanien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","11.563,8","p"
"2017","Serbien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","39.183,3",""
"2017","Türkei","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","754.902,2",""
"2017","Bosnien und Herzegowina","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","16.042,4",""
"2017","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","6.413,8",""
"2018","Europäische Union - 28 Länder","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","15.901.387,7",""
"2018","Europäische Union - 27 Länder (ab 2019)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","13.482.201,8",""
"2018","Europäische Union - 15 Länder (1995-2004)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","14.483.534,0",""
"2018","Euroraum (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","11.561.187,9",""
"2018","Euroraum (19 Länder)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","11.561.187,9",""
"2018","Euroraum (12 Länder)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","11.291.799,2",""
"2018","Belgien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","459.819,8",""
"2018","Bulgarien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","56.086,9",""
"2018","Tschechien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","207.772,4",""
"2018","Dänemark","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","301.340,9",""
"2018","Deutschland (bis 1990 früheres Gebiet der BRD)","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","3.344.370,0",""
"2018","Estland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","26.035,9",""
"2018","Irland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","324.038,2",""
"2018","Griechenland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","184.713,6","p"
"2018","Spanien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","1.202.193,0","p"
"2018","Frankreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","2.353.090,0","p"
"2018","Kroatien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","51.625,1","p"
"2018","Italien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","1.765.421,4",""
"2018","Zypern","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","21.137,8","p"
"2018","Lettland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","29.151,0",""
"2018","Litauen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","45.264,4",""
"2018","Luxemburg","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","60.053,1",""
"2018","Ungarn","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","133.782,2",""
"2018","Malta","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","12.378,8",""
"2018","Niederlande","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","774.039,0","p"
"2018","Österreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","385.711,9",""
"2018","Polen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","496.360,9",""
"2018","Portugal","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","203.896,2","p"
"2018","Rumänien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","202.883,6",""
"2018","Slowenien","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","45.754,8",""
"2018","Slowakei","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","89.721,0",""
"2018","Finnland","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","234.453,0",""
"2018","Schweden","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","471.207,9",""
"2018","Vereinigtes Königreich","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","2.419.185,9",""
"2018","Island","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","21.987,7",""
"2018","Liechtenstein","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen",":",""
"2018","Norwegen","Jeweilige Preise, Millionen Euro","Bruttoinlandsprodukt zu Marktpreisen","367.893,7",""
